Order_ID,Order_Date,Customer_ID,Customer_Name,Industry,Country,Region,Product_Category,Product,Application,Sales_Channel,Quantity,Unit_Price,Discount_Pct,Revenue,Cost,Gross_Profit,Order_Status,Delivery_Days,Warranty_Status,Service_Request,Service_Type,Customer_Rating,Sales_Rep
KF-10210,2024-12-29,CUST-1015,Prime Commercial Group,Data Center,France,Europe,Fire Suppression,Water Mist System,Server Room,OEM Partner,17,11012.01,5,177843.96,106181.45,71662.51,Delivered,24.0,Active,No,Unknown,2.0,David Miller
KF-10211,2025-02-23,CUST-1223,Global Power Systems,Healthcare,UAE,Middle East,Gas Ignition Controls,Ignition Module,Critical Care Area,OEM Partner,11,1865.47,10,18468.15,12331.98,6136.17,In Transit,36.0,Not Applicable,Yes,Commissioning,0.0,Emily Davis
KF-10212,2024-05-07,CUST-1223,Summit Energy Services,Power Generation,UAE,Middle East,Fire Detection,Smoke Detector,Turbine Hall,Direct,23,4090.26,5,89372.18,68578.26,20793.92,Delivered,39.0,Active,Yes,Preventive Maintenance,4.0,Robert Taylor
KF-10213,2026-04-10,CUST-1219,Prime Commercial Group,Commercial,Canada,North America,Fire Suppression,FM-200 Suppression System,Commercial Building,Distributor,25,23978.57,10,539517.83,353562.28,185955.55,Delivered,17.0,Not Applicable,No,Unknown,4.0,James Anderson
KF-10214,2024-08-11,CUST-1077,BlueWave Engineering,Marine,Australia,Asia Pacific,Fire Suppression,FM-200 Suppression System,Engine Room,OEM Partner,28,4864.4,7,126668.98,86119.06,40549.92,Delivered,17.0,Not Applicable,No,Unknown,4.0,Sarah Wilson
KF-10215,2025-02-15,CUST-1247,Eastern Process Solutions,Healthcare,Saudi Arabia,Middle East,Fire Detection,Heat Detector,Critical Care Area,Distributor,25,3276.22,3,79448.33,51393.09,28055.24,Delivered,38.0,Not Applicable,No,Unknown,4.0,Michael Brown
KF-10216,2026-07-25,CUST-1013,Summit Energy Services,Healthcare,Japan,Asia Pacific,Temperature Controls,Temperature Controller,Critical Care Area,Distributor,27,7273.06,3,190481.44,141235.04,49246.4,Delivered,25.0,Not Applicable,No,Unknown,4.0,Michael Brown
KF-10217,2024-11-23,CUST-1156,Summit Energy Services,Data Center,India,Asia Pacific,Fire Detection,Manual Call Point,Server Room,Direct,1,1112.75,12,979.22,789.96,189.26,Delivered,30.0,Expired,No,Unknown,1.0,Ananya Rao
KF-10218,2025-08-28,CUST-1202,Prime Commercial Group,Oil & Gas,Singapore,Asia Pacific,Fire Suppression,Clean Agent System,Process Area,System Integrator,7,12656.18,5,84163.6,62437.26,21726.34,Delivered,21.0,Active,No,Unknown,5.0,Ananya Rao
KF-10219,2026-06-22,CUST-1139,MedCore Facilities,Oil & Gas,USA,North America,Gas Ignition Controls,Gas Ignition Controller,Process Area,System Integrator,15,4788.21,0,71823.15,54147.73,17675.42,Delivered,16.0,Active,No,Unknown,4.0,Robert Taylor
KF-10220,2024-08-14,CUST-1083,MedCore Facilities,Commercial,Japan,Asia Pacific,Fire Suppression,Clean Agent System,Commercial Building,OEM Partner,8,16074.39,5,122165.36,73422.81,48742.55,Delivered,28.0,Active,No,Unknown,5.0,David Miller
KF-10221,2024-02-27,CUST-1083,Summit Energy Services,Power Generation,Australia,Asia Pacific,Fire Detection,Manual Call Point,Turbine Hall,OEM Partner,6,3731.6,5,21270.12,13774.27,7495.85,Delivered,36.0,Active,No,Unknown,4.0,David Miller
KF-10222,2025-05-06,CUST-1237,BlueWave Engineering,Power Generation,Canada,North America,Fire Suppression,Clean Agent System,Turbine Hall,System Integrator,18,14999.07,5,256484.1,205923.73,50560.37,Delivered,20.0,Expired,No,Unknown,4.0,Sarah Wilson
KF-10223,2024-04-22,CUST-1215,Global Power Systems,Data Center,Canada,North America,Fire Suppression,FM-200 Suppression System,Server Room,OEM Partner,26,15842.85,0,411914.1,331989.54,79924.56,Delivered,16.0,Not Applicable,No,Unknown,5.0,Priya Sharma
KF-10224,2025-12-26,CUST-1110,NextGrid Energy,Data Center,UAE,Middle East,Fire Detection,Manual Call Point,Server Room,System Integrator,22,3865.24,5,80783.52,62964.92,17818.6,Delivered,37.0,Active,No,Unknown,5.0,Emily Davis
KF-10225,2026-01-08,CUST-1180,Apex Data Infrastructure,Oil & Gas,Japan,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Process Area,OEM Partner,17,4717.81,7,74588.58,45156.28,29432.3,Delivered,27.0,Expired,No,Unknown,4.0,Robert Taylor
KF-10226,2024-12-25,CUST-1205,Eastern Process Solutions,Commercial,Canada,North America,Fire Detection,Addressable Fire Alarm Panel,Commercial Building,System Integrator,23,6168.91,12,124858.74,95896.51,28962.23,Delivered,34.0,Not Applicable,No,Unknown,5.0,Ananya Rao
KF-10227,2025-07-05,CUST-1182,Summit Energy Services,Data Center,Saudi Arabia,Middle East,Fire Suppression,FM-200 Suppression System,Server Room,Direct,7,25098.15,7,163388.96,112722.53,50666.43,On Hold,0.0,Active,Yes,Breakdown Support,0.0,Robert Taylor
KF-10228,2024-06-11,CUST-1241,Prime Commercial Group,Manufacturing,Singapore,Asia Pacific,Gas Ignition Controls,Flame Detector,Production Floor,OEM Partner,17,11139.69,5,179905.99,143761.83,36144.16,Delivered,12.0,Expired,No,Unknown,4.0,David Miller
KF-10229,2024-05-25,CUST-1143,Oceanic Marine Ltd,Manufacturing,USA,North America,Gas Ignition Controls,Gas Ignition Controller,Production Floor,System Integrator,25,2189.23,3,53088.83,39155.05,13933.78,Delivered,18.0,Expired,No,Unknown,3.0,David Miller
KF-10230,2024-12-28,CUST-1198,Eastern Process Solutions,BESS,USA,North America,Fire Detection,Heat Detector,Battery Energy Storage Room,OEM Partner,4,2149.94,7,7997.78,5355.55,2642.23,On Hold,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10231,2026-02-09,CUST-1194,Eastern Process Solutions,Healthcare,USA,North America,Fire Suppression,Water Mist System,Critical Care Area,System Integrator,27,9385.0,5,240725.25,180646.86,60078.39,Delivered,28.0,Not Applicable,No,Unknown,4.0,Ananya Rao
KF-10232,2025-09-01,CUST-1134,Eastern Process Solutions,Healthcare,France,Europe,Fire Suppression,Clean Agent System,Critical Care Area,Distributor,3,13363.63,10,36081.8,24375.95,11705.85,Processing,0.0,Active,No,Unknown,0.0,James Anderson
KF-10233,2025-09-15,CUST-1043,Apex Data Infrastructure,Healthcare,Netherlands,Europe,Temperature Controls,Thermal Sensor,Critical Care Area,OEM Partner,10,2208.24,5,20978.28,15052.55,5925.73,Cancelled,0.0,Active,No,Unknown,0.0,Priya Sharma
KF-10234,2026-02-01,CUST-1014,Apex Data Infrastructure,Healthcare,UK,Europe,Temperature Controls,High Temperature Switch,Critical Care Area,Distributor,22,8401.45,10,166348.71,107099.1,59249.61,Processing,0.0,Not Applicable,No,Unknown,0.0,Michael Brown
KF-10235,2025-08-08,CUST-1119,BlueWave Engineering,Commercial,UK,Europe,Fire Detection,Heat Detector,Commercial Building,Direct,15,5071.62,7,70749.1,48543.83,22205.27,Cancelled,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10236,2024-09-14,CUST-1016,Apex Data Infrastructure,Marine,Canada,North America,Fire Detection,Heat Detector,Engine Room,System Integrator,11,1825.4,3,19477.02,12605.03,6871.99,On Hold,0.0,Active,Yes,Inspection,0.0,Sarah Wilson
KF-10237,2026-01-27,CUST-1111,MedCore Facilities,Data Center,UAE,Middle East,Fire Suppression,FM-200 Suppression System,Server Room,Distributor,12,32239.32,5,367528.25,263110.39,104417.86,Delivered,31.0,Expired,No,Unknown,5.0,Robert Taylor
KF-10238,2026-05-10,CUST-1202,MedCore Facilities,Data Center,Canada,North America,Fire Suppression,CO2 Suppression System,Server Room,Direct,29,29283.36,0,849217.44,584273.55,264943.89,In Transit,41.0,Active,No,Unknown,0.0,Priya Sharma
KF-10239,2024-10-11,CUST-1146,Prime Commercial Group,BESS,UK,Europe,Temperature Controls,Temperature Controller,Battery Energy Storage Room,Distributor,15,5004.49,5,71313.98,56950.82,14363.16,Delivered,10.0,Active,No,Unknown,3.0,Priya Sharma
KF-10240,2026-07-03,CUST-1132,Global Power Systems,Marine,Australia,Asia Pacific,Fire Suppression,Clean Agent System,Engine Room,Distributor,30,11185.9,5,318798.15,194245.87,124552.28,In Transit,19.0,Expired,No,Unknown,0.0,James Anderson
KF-10241,2025-05-04,CUST-1189,Oceanic Marine Ltd,Power Generation,Canada,North America,Fire Suppression,FM-200 Suppression System,Turbine Hall,System Integrator,4,16747.38,5,63640.04,38702.51,24937.53,Processing,0.0,Expired,No,Unknown,0.0,James Anderson
KF-10242,2026-06-25,CUST-1209,Apex Data Infrastructure,Power Generation,Australia,Asia Pacific,Fire Suppression,FM-200 Suppression System,Turbine Hall,System Integrator,28,19500.95,5,518725.27,335586.79,183138.48,Delivered,8.0,Active,No,Unknown,4.0,Priya Sharma
KF-10243,2025-05-07,CUST-1144,Global Power Systems,Manufacturing,USA,North America,Fire Detection,Smoke Detector,Production Floor,OEM Partner,2,5576.82,15,9480.59,7031.96,2448.63,Delivered,7.0,Expired,No,Unknown,4.0,Emily Davis
KF-10244,2025-02-24,CUST-1027,BlueWave Engineering,Commercial,Germany,Europe,Fire Detection,Manual Call Point,Commercial Building,oem partner,10,732.04,10,6588.36,4167.08,2421.28,In Transit,26.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10245,2024-11-16,CUST-1159,BlueWave Engineering,BESS,USA,North America,Gas Ignition Controls,Gas Ignition Controller,Battery Energy Storage Room,Distributor,26,11521.75,0,299565.5,219141.17,80424.33,In Transit,40.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10246,2024-05-07,CUST-1173,NextGrid Energy,Commercial,Canada,North America,Fire Suppression,Water Mist System,Commercial Building,Distributor,7,30017.15,7,195411.65,129329.3,66082.35,Cancelled,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10247,2025-02-03,CUST-1237,MedCore Facilities,Healthcare,India,Asia Pacific,Gas Ignition Controls,Gas Ignition Controller,Critical Care Area,Distributor,1,9300.02,3,9021.02,6869.69,2151.33,Delivered,8.0,Active,Yes,Commissioning,4.0,James Anderson
KF-10248,2026-04-26,CUST-1220,Oceanic Marine Ltd,Data Center,Netherlands,Europe,Temperature Controls,High Temperature Switch,Server Room,Distributor,22,2857.45,10,56577.51,43403.83,13173.68,Cancelled,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10249,2025-05-22,CUST-1075,MedCore Facilities,BESS,Canada,North America,Gas Ignition Controls,Ignition Module,Battery Energy Storage Room,System Integrator,3,11332.65,5,32298.05,23439.1,8858.95,Delivered,12.0,Active,No,Unknown,2.0,Emily Davis
KF-10250,2026-07-13,CUST-1161,Oceanic Marine Ltd,Marine,UK,Europe,Fire Detection,Manual Call Point,Engine Room,OEM Partner,20,1797.56,5,34153.64,23110.02,11043.62,Cancelled,0.0,Active,No,Unknown,0.0,David Miller
KF-10251,2026-06-27,CUST-1043,Oceanic Marine Ltd,BESS,Japan,Asia Pacific,Fire Suppression,Clean Agent System,Battery Energy Storage Room,OEM Partner,9,21920.09,0,197280.81,151370.31,45910.5,Delivered,26.0,Active,No,Unknown,5.0,Priya Sharma
KF-10252,2025-03-14,CUST-1019,Vertex Industrial,Manufacturing,Singapore,Asia Pacific,Fire Detection,Smoke Detector,Production Floor,Distributor,11,1299.81,15,12153.22,8431.9,3721.32,Delivered,30.0,Active,No,Unknown,4.0,Priya Sharma
KF-10253,2026-06-26,CUST-1046,Prime Commercial Group,Healthcare,Germany,Europe,Fire Detection,Heat Detector,Critical Care Area,OEM Partner,8,1576.42,12,11098.0,9091.21,2006.79,In Transit,16.0,Active,No,Unknown,0.0,Ananya Rao
KF-10254,2024-08-02,CUST-1057,Summit Energy Services,Data Center,USA,North America,Temperature Controls,Thermal Sensor,Server Room,Direct,20,6733.8,5,127942.2,85568.5,42373.7,Processing,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10255,2024-08-04,CUST-1081,Global Power Systems,Marine,UK,Europe,Fire Suppression,FM-200 Suppression System,Engine Room,Direct,30,5212.33,5,148551.4,90265.04,58286.36,Delivered,42.0,Active,No,Unknown,5.0,Michael Brown
KF-10256,2025-10-05,CUST-1035,Eastern Process Solutions,Power Generation,USA,North America,Fire Suppression,Clean Agent System,Turbine Hall,Direct,6,17032.07,7,95038.95,55991.31,39047.64,Delivered,30.0,Active,Yes,Breakdown Support,5.0,Ananya Rao
KF-10257,2024-01-31,CUST-1176,MedCore Facilities,Marine,Singapore,Asia Pacific,Fire Suppression,CO2 Suppression System,Engine Room,Direct,14,23532.57,7,306394.06,241679.06,64715.0,In Transit,21.0,Active,No,Unknown,0.0,Priya Sharma
KF-10258,2024-03-30,CUST-1146,Prime Commercial Group,BESS,Canada,North America,Fire Suppression,Water Mist System,Battery Energy Storage Room,Distributor,30,21872.72,5,623372.52,509332.68,114039.84,Delivered,10.0,Active,No,Unknown,4.0,Michael Brown
KF-10259,2024-04-26,CUST-1210,Vertex Industrial,Oil & Gas,Saudi Arabia,Middle East,Temperature Controls,Thermal Sensor,Process Area,Direct,27,1778.45,3,46577.61,33352.1,13225.51,Delivered,43.0,Active,Yes,Inspection,0.0,Sarah Wilson
KF-10260,2025-03-01,CUST-1144,MedCore Facilities,BESS,France,Europe,Fire Detection,Heat Detector,Battery Energy Storage Room,OEM Partner,27,4646.58,3,121693.93,97901.64,23792.29,Processing,0.0,Active,No,Unknown,0.0,Ananya Rao
KF-10261,2026-07-13,CUST-1006,Vertex Industrial,Commercial,USA,North America,Fire Suppression,FM-200 Suppression System,Commercial Building,Direct,22,30014.58,7,614098.31,411270.2,202828.11,Delivered,7.0,Active,No,Unknown,4.0,James Anderson
KF-10262,2024-01-09,CUST-1226,BlueWave Engineering,BESS,Netherlands,Europe,Fire Detection,Smoke Detector,Battery Energy Storage Room,Distributor,15,6509.24,7,90803.9,74341.12,16462.78,Delivered,17.0,Active,No,Unknown,5.0,Ananya Rao
KF-10263,2025-05-08,CUST-1018,Global Power Systems,Healthcare,Netherlands,Europe,Fire Detection,Heat Detector,Critical Care Area,System Integrator,14,6897.26,15,82077.39,63294.49,18782.9,Delivered,45.0,Active,Yes,Replacement,5.0,Priya Sharma
KF-10264,2026-06-22,CUST-1025,NextGrid Energy,Healthcare,Canada,North America,Fire Suppression,CO2 Suppression System,Critical Care Area,Distributor,15,30551.87,0,458278.05,371027.82,87250.23,Delivered,28.0,Active,No,Unknown,3.0,Sarah Wilson
KF-10265,2024-02-04,CUST-1233,Apex Data Infrastructure,Power Generation,Singapore,Asia Pacific,Fire Suppression,Clean Agent System,Turbine Hall,System Integrator,15,9393.96,5,133863.93,102778.34,31085.59,Delivered,30.0,Not Applicable,No,Unknown,3.0,David Miller
KF-10266,2024-09-09,CUST-1038,MedCore Facilities,Power Generation,UAE,Middle East,Fire Detection,Heat Detector,Turbine Hall,OEM Partner,12,4997.32,10,53971.06,41719.62,12251.44,Delivered,41.0,Expired,Yes,Inspection,4.0,Emily Davis
KF-10267,2024-03-05,CUST-1235,Apex Data Infrastructure,Commercial,Canada,North America,Fire Suppression,Water Mist System,Commercial Building,System Integrator,14,16411.02,12,202183.77,165379.83,36803.94,Delivered,27.0,Active,No,Unknown,4.0,Robert Taylor
KF-10268,2025-10-07,CUST-1177,MedCore Facilities,Commercial,USA,North America,Fire Detection,Heat Detector,Commercial Building,OEM Partner,12,5769.11,10,62306.39,44569.9,17736.49,Delivered,35.0,Active,No,Unknown,3.0,James Anderson
KF-10269,2024-03-15,CUST-1225,Eastern Process Solutions,Power Generation,Saudi Arabia,Middle East,Fire Suppression,Clean Agent System,Turbine Hall,System Integrator,25,16581.61,3,402104.04,242032.1,160071.94,In Transit,44.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10270,2026-06-30,CUST-1182,Oceanic Marine Ltd,Marine,Japan,Asia Pacific,Fire Suppression,Clean Agent System,Engine Room,Direct,30,28148.81,3,819130.37,590709.7,228420.67,In Transit,23.0,Expired,No,Unknown,0.0,Michael Brown
KF-10271,2024-02-17,CUST-1188,Eastern Process Solutions,Healthcare,UK,Europe,Fire Detection,Manual Call Point,Critical Care Area,OEM Partner,23,6042.22,5,132022.51,96072.91,35949.6,Delivered,35.0,Active,No,Unknown,3.0,James Anderson
KF-10272,2024-09-17,CUST-1109,Summit Energy Services,Data Center,Australia,Asia Pacific,Fire Suppression,Water Mist System,Server Room,Direct,13,11107.16,7,134285.56,100671.69,33613.87,Delivered,22.0,Not Applicable,No,Unknown,1.0,Robert Taylor
KF-10273,2025-10-14,CUST-1246,Eastern Process Solutions,Healthcare,USA,North America,Fire Detection,Smoke Detector,Critical Care Area,OEM Partner,9,6006.17,0,54055.53,34069.55,19985.98,In Transit,14.0,Not Applicable,Yes,Breakdown Support,0.0,Robert Taylor
KF-10274,2024-07-27,CUST-1070,Oceanic Marine Ltd,Commercial,Japan,Asia Pacific,Fire Suppression,CO2 Suppression System,Commercial Building,Distributor,14,25350.81,15,301674.64,203465.45,98209.19,Delivered,29.0,Expired,No,Unknown,3.0,David Miller
KF-10275,2024-11-19,CUST-1014,Apex Data Infrastructure,Marine,Germany,Europe,Fire Detection,Addressable Fire Alarm Panel,Engine Room,System Integrator,22,1994.28,10,39486.74,31519.13,7967.61,Processing,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10276,2024-09-29,CUST-1006,Eastern Process Solutions,Healthcare,Singapore,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Critical Care Area,Distributor,15,4933.5,7,68822.32,47938.55,20883.77,Delivered,17.0,Not Applicable,No,Unknown,4.0,Robert Taylor
KF-10277,2024-03-18,CUST-1179,NextGrid Energy,Oil & Gas,Saudi Arabia,Middle East,Fire Detection,Addressable Fire Alarm Panel,Process Area,OEM Partner,24,2570.23,10,55516.97,43677.44,11839.53,Delivered,25.0,Expired,No,Unknown,5.0,Ananya Rao
KF-10278,2024-01-01,CUST-1042,Prime Commercial Group,Commercial,Australia,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Commercial Building,Direct,8,1679.45,5,12763.82,10036.49,2727.33,Delivered,42.0,Active,No,Unknown,5.0,Sarah Wilson
KF-10279,2025-03-22,CUST-1116,MedCore Facilities,Data Center,UK,Europe,Fire Suppression,CO2 Suppression System,Server Room,Distributor,3,24559.21,0,73677.63,57566.17,16111.46,In Transit,35.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10280,2026-05-15,CUST-1241,Apex Data Infrastructure,Marine,Germany,Europe,Fire Detection,Smoke Detector,Engine Room,Distributor,15,5269.12,7,73504.22,57865.19,15639.03,Processing,0.0,Active,Yes,Commissioning,0.0,Emily Davis
KF-10281,2024-11-05,CUST-1085,Prime Commercial Group,Power Generation,Canada,North America,Fire Detection,Smoke Detector,Turbine Hall,Distributor,22,2300.34,3,49089.26,40049.84,9039.42,Delivered,41.0,Expired,No,Unknown,4.0,David Miller
KF-10282,2025-08-15,CUST-1016,Oceanic Marine Ltd,Marine,Saudi Arabia,Middle East,Fire Suppression,Clean Agent System,Engine Room,Direct,17,15442.18,7,244140.87,185333.95,58806.92,On Hold,0.0,Active,No,Unknown,0.0,James Anderson
KF-10283,2026-05-27,CUST-1001,Eastern Process Solutions,Data Center,USA,North America,Gas Ignition Controls,Flame Detector,Server Room,OEM Partner,11,9871.12,3,105324.85,64130.96,41193.89,Cancelled,0.0,Expired,No,Unknown,0.0,Priya Sharma
KF-10284,2026-05-23,CUST-1171,MedCore Facilities,Data Center,USA,North America,Fire Suppression,Water Mist System,Server Room,Direct,28,7038.51,3,191165.93,113345.97,77819.96,Delivered,17.0,Active,No,Unknown,5.0,Sarah Wilson
KF-10285,2025-08-04,CUST-1029,Prime Commercial Group,Oil & Gas,Saudi Arabia,Middle East,Gas Ignition Controls,Ignition Module,Process Area,Distributor,26,12397.69,5,306222.94,218944.21,87278.73,Delivered,5.0,Not Applicable,No,Unknown,0.0,Emily Davis
KF-10286,2025-01-03,CUST-1099,Vertex Industrial,Healthcare,UAE,Middle East,Fire Suppression,CO2 Suppression System,Critical Care Area,System Integrator,19,22546.6,15,364127.59,294337.17,69790.42,Delivered,11.0,Active,No,Unknown,4.0,Priya Sharma
KF-10287,2024-04-19,CUST-1057,Global Power Systems,Data Center,Australia,Asia Pacific,Fire Detection,Smoke Detector,Server Room,System Integrator,30,2347.61,5,66906.88,41444.05,25462.83,Cancelled,0.0,Expired,No,Unknown,0.0,Sarah Wilson
KF-10288,2026-04-27,CUST-1023,MedCore Facilities,Commercial,Canada,North America,Gas Ignition Controls,Flame Detector,Commercial Building,OEM Partner,1,10310.52,10,9279.47,5411.55,3867.92,Delivered,40.0,Not Applicable,No,Unknown,5.0,James Anderson
KF-10289,2025-10-13,CUST-1182,Prime Commercial Group,BESS,USA,North America,Gas Ignition Controls,Gas Ignition Controller,Battery Energy Storage Room,Distributor,14,4199.86,3,57034.1,39201.15,17832.95,Processing,0.0,Expired,No,Unknown,0.0,Emily Davis
KF-10290,2025-12-04,CUST-1087,Vertex Industrial,Manufacturing,Singapore,Asia Pacific,Fire Suppression,CO2 Suppression System,Production Floor,System Integrator,26,8811.71,0,229104.46,142728.13,86376.33,Delivered,9.0,Active,No,Unknown,3.0,Ananya Rao
KF-10291,2025-08-16,CUST-1180,Vertex Industrial,Manufacturing,Singapore,Asia Pacific,Temperature Controls,Temperature Controller,Production Floor,System Integrator,29,7919.44,12,202104.11,147557.02,54547.09,On Hold,0.0,Expired,No,Unknown,0.0,Sarah Wilson
KF-10292,2025-07-06,CUST-1186,Global Power Systems,Oil & Gas,Canada,North America,Fire Suppression,Clean Agent System,Process Area,System Integrator,28,14929.78,7,388771.47,281558.76,107212.71,Delivered,31.0,Expired,No,Unknown,4.0,Priya Sharma
KF-10293,2024-06-14,CUST-1229,BlueWave Engineering,BESS,UK,Europe,Fire Detection,Heat Detector,Battery Energy Storage Room,Distributor,22,2507.84,7,51310.41,32725.42,18584.99,Delivered,28.0,Active,No,Unknown,2.0,Ananya Rao
KF-10294,2024-05-31,CUST-1017,BlueWave Engineering,Data Center,Germany,Europe,Temperature Controls,High Temperature Switch,Server Room,Distributor,21,5386.8,7,105204.2,83350.65,21853.55,Delivered,21.0,Active,Yes,Replacement,4.0,Michael Brown
KF-10295,2025-06-21,CUST-1131,Global Power Systems,Marine,Canada,North America,Gas Ignition Controls,Ignition Module,Engine Room,Direct,12,8730.42,12,92193.24,55399.49,36793.75,Delivered,30.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10296,2026-02-13,CUST-1049,BlueWave Engineering,Healthcare,Japan,Asia Pacific,Temperature Controls,High Temperature Switch,Critical Care Area,Distributor,3,5312.74,10,14344.4,11559.26,2785.14,Delivered,40.0,Expired,No,Unknown,4.0,Emily Davis
KF-10297,2025-06-21,CUST-1203,Global Power Systems,BESS,Singapore,Asia Pacific,Fire Suppression,CO2 Suppression System,Battery Energy Storage Room,Distributor,6,9579.67,3,55753.68,36243.16,19510.52,Delivered,24.0,Active,No,Unknown,5.0,Priya Sharma
KF-10298,2026-01-15,CUST-1048,Global Power Systems,Commercial,Netherlands,Europe,Gas Ignition Controls,Gas Ignition Controller,Commercial Building,OEM Partner,14,12046.17,5,160214.06,94992.15,65221.91,On Hold,0.0,Active,No,Unknown,0.0,Priya Sharma
KF-10299,2024-12-21,CUST-1232,MedCore Facilities,Power Generation,Australia,Asia Pacific,Fire Suppression,Water Mist System,Turbine Hall,OEM Partner,4,8881.77,5,33750.73,23603.27,10147.46,Delivered,16.0,Expired,No,Unknown,4.0,Ananya Rao
KF-10300,2025-11-23,CUST-1072,Prime Commercial Group,Commercial,Japan,Asia Pacific,Gas Ignition Controls,Ignition Module,Commercial Building,Direct,16,7618.46,10,109705.82,83109.65,26596.17,Delivered,19.0,Active,No,Unknown,4.0,David Miller
KF-10301,2026-07-01,CUST-1141,Unknown Customer,Manufacturing,Singapore,Asia Pacific,Fire Suppression,CO2 Suppression System,Production Floor,Distributor,14,14786.55,7,192520.88,149626.07,42894.81,Delivered,35.0,Active,No,Unknown,4.0,James Anderson
KF-10302,2026-06-13,CUST-1010,Prime Commercial Group,Power Generation,Japan,Asia Pacific,Fire Suppression,CO2 Suppression System,Turbine Hall,OEM Partner,12,12817.99,7,143048.77,104369.97,38678.8,Delivered,6.0,Active,No,Unknown,4.0,Ananya Rao
KF-10303,2026-05-04,CUST-1086,Summit Energy Services,Oil & Gas,USA,North America,Fire Suppression,Clean Agent System,Process Area,System Integrator,16,26632.5,0,426120.0,338517.03,87602.97,Delivered,5.0,Expired,No,Unknown,5.0,Emily Davis
KF-10304,2026-01-01,CUST-1180,Summit Energy Services,Healthcare,USA,North America,Fire Suppression,FM-200 Suppression System,Critical Care Area,OEM Partner,19,20576.7,5,371409.44,253671.12,117738.32,Delivered,36.0,Expired,Yes,Breakdown Support,4.0,Sarah Wilson
KF-10305,2025-06-13,CUST-1246,Global Power Systems,BESS,Australia,Asia Pacific,Temperature Controls,High Temperature Switch,Battery Energy Storage Room,Distributor,8,4804.31,5,36512.76,28573.37,7939.39,Delivered,41.0,Active,No,Unknown,4.0,Emily Davis
KF-10306,2026-03-18,CUST-1054,Apex Data Infrastructure,Power Generation,UK,Europe,Gas Ignition Controls,Gas Ignition Controller,Turbine Hall,OEM Partner,23,1591.53,10,32944.67,23858.2,9086.47,Delivered,23.0,Expired,No,Unknown,3.0,Ananya Rao
KF-10307,2024-09-06,CUST-1082,Prime Commercial Group,Healthcare,UK,Europe,Fire Suppression,Clean Agent System,Critical Care Area,Distributor,5,26535.29,10,119408.8,85283.24,34125.56,Processing,0.0,Not Applicable,No,Unknown,0.0,Priya Sharma
KF-10308,2025-05-31,CUST-1248,MedCore Facilities,Healthcare,USA,North America,Fire Suppression,FM-200 Suppression System,Critical Care Area,OEM Partner,12,31330.72,5,357170.21,282579.16,74591.05,Delivered,17.0,Active,No,Unknown,5.0,Priya Sharma
KF-10309,2025-05-10,CUST-1222,NextGrid Energy,Commercial,Australia,Asia Pacific,Fire Suppression,Water Mist System,Commercial Building,OEM Partner,6,36443.21,0,218659.26,143939.21,74720.05,Delivered,31.0,Expired,No,Unknown,5.0,Ananya Rao
KF-10310,2024-10-10,CUST-1077,MedCore Facilities,Power Generation,Singapore,Asia Pacific,Fire Detection,Manual Call Point,Turbine Hall,Distributor,5,518.3,5,2461.92,1802.85,659.07,Processing,0.0,Active,No,Unknown,0.0,James Anderson
KF-10311,2025-10-16,CUST-1051,Summit Energy Services,BESS,Singapore,Asia Pacific,Fire Detection,Smoke Detector,Battery Energy Storage Room,OEM Partner,21,897.95,15,16028.41,9421.31,6607.1,Processing,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10312,2026-07-19,CUST-1173,Global Power Systems,Data Center,Saudi Arabia,Middle East,Fire Detection,Manual Call Point,Server Room,System Integrator,23,3297.22,10,68252.45,42545.7,25706.75,Delivered,38.0,Expired,No,Unknown,4.0,Priya Sharma
KF-10313,2026-07-23,CUST-1199,MedCore Facilities,Power Generation,Canada,North America,Fire Detection,Smoke Detector,Turbine Hall,Distributor,1,2890.25,7,2687.93,2129.49,558.44,Delivered,42.0,Expired,Yes,Inspection,4.0,Michael Brown
KF-10314,2024-03-20,CUST-1236,NextGrid Energy,Manufacturing,Australia,Asia Pacific,Temperature Controls,Temperature Controller,Production Floor,System Integrator,15,1819.21,12,24013.57,18061.63,5951.94,Delivered,17.0,Not Applicable,No,Unknown,4.0,Emily Davis
KF-10315,2024-09-02,CUST-1145,Global Power Systems,BESS,Singapore,Asia Pacific,Gas Ignition Controls,Ignition Module,Battery Energy Storage Room,Direct,17,3296.0,12,49308.16,31210.64,18097.52,Delivered,19.0,Expired,No,Unknown,4.0,James Anderson
